GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000060642	1	27113963	27124889	10	3	838503	0.014134	0.49436	PIGV
ENSG00000204160	1	27153201	27184093	38	6	838503	-0.005823	0.50232	ZDHHC18
ENSG00000175793	1	27189633	27190947	1	1	838503	0.61736	0.2685	SFN
ENSG00000142751	1	27202624	27216788	16	3	838503	-0.18049	0.57162	GPN2
ENSG00000198746	1	27216979	27226957	9	3	838503	-0.32307	0.62668	GPATCH3
ENSG00000090273	1	27226729	27273353	51	7	838503	-0.98456	0.83758	NUDC
ENSG00000131910	1	27237980	27240457	5	2	838503	-0.80352	0.78916	NR0B2
ENSG00000175707	1	27276053	27286897	11	3	838503	-0.33427	0.63091	C1orf172
ENSG00000253368	1	27320198	27327389	4	1	838503	-0.26079	0.60287	TRNP1
ENSG00000158246	1	27331511	27339327	5	2	838503	0.18342	0.42723	FAM46B
ENSG00000090020	1	27425306	27493472	55	4	838503	0.42034	0.33712	SLC9A1
ENSG00000142784	1	27561007	27635110	82	9	838503	0.16163	0.4358	WDTC1
ENSG00000186501	1	27648651	27662891	28	6	838503	-0.26805	0.60567	TMEM222
ENSG00000142765	1	27668513	27680421	20	5	838503	-0.53402	0.70333	SYTL1
ENSG00000142733	1	27681675	27693383	17	5	838503	0.31054	0.37807	MAP3K6
ENSG00000142748	1	27695603	27701315	3	2	838503	-0.086905	0.53463	FCN3
ENSG00000174950	1	27705666	27709870	4	1	838503	0.76261	0.22285	CD164L2
ENSG00000181773	1	27719148	27722318	2	1	838503	0.52037	0.3014	GPR3
ENSG00000158195	1	27730730	27816669	81	2	838503	0.86696	0.19298	WASF2
ENSG00000126705	1	27860546	27930942	39	4	838503	0.27081	0.39327	AHDC1
ENSG00000000938	1	27938575	27961788	22	2	838503	0.021228	0.49153	FGR
ENSG00000126709	1	27992572	27998729	8	2	838503	0.35587	0.36097	IFI6
ENSG00000009780	1	28052490	28089633	50	1	838503	1.2404	0.10741	FAM76A
ENSG00000117758	1	28099694	28150963	36	2	838503	0.98955	0.1612	STX12
ENSG00000117751	1	28157289	28178187	15	2	838503	0.82948	0.20342	PPP1R8
ENSG00000130775	1	28199055	28213196	36	5	838503	0.83278	0.20248	THEMIS2
ENSG00000117748	1	28218035	28241257	48	3	838503	1.0914	0.13754	RPA2
ENSG00000130768	1	28261504	28285668	67	10	838503	0.92005	0.17877	SMPDL3B
ENSG00000158156	1	28285973	28294607	18	8	838503	0.44437	0.32839	XKR8
ENSG00000158161	1	28296855	28415207	245	25	838503	-0.68078	0.752	EYA3
ENSG00000169403	1	28473677	28520447	38	7	838503	-0.89647	0.815	PTAFR
ENSG00000126698	1	28525967	28559536	73	8	838503	-0.29466	0.61587	DNAJC8
ENSG00000130770	1	28562620	28573417	33	3	838503	-0.49616	0.69011	ATPIF1
ENSG00000130766	1	28586038	28609002	47	10	838503	-0.23304	0.59213	SESN2
ENSG00000130772	1	28655513	28662476	4	1	838503	0.6182	0.26822	MED18
ENSG00000204138	1	28696114	28826881	319	11	838503	-0.65851	0.74489	PHACTR4
ENSG00000180198	1	28832455	28865812	63	7	838503	-0.72812	0.76673	RCC1
ENSG00000180098	1	28879597	28905051	32	4	838503	-0.13604	0.5541	TRNAU1AP
ENSG00000120656	1	28915835	28969597	47	7	838503	0.073021	0.47089	TAF12
ENSG00000188060	1	28918712	28921955	3	2	838503	0.039232	0.48435	RAB42
ENSG00000162419	1	28995244	29045865	53	4	838503	-0.50268	0.69241	GMEB1
ENSG00000198492	1	29063133	29096287	42	5	838503	-0.74633	0.77226	YTHDF2
ENSG00000116329	1	29138654	29190208	149	17	838503	0.5814	0.28049	OPRD1
ENSG00000159023	1	29213603	29446553	373	28	838503	0.75182	0.22608	EPB41
ENSG00000253304	1	29445940	29450447	9	3	838503	0.77127	0.22027	TMEM200B
ENSG00000116350	1	29474255	29508499	57	11	838503	-0.73155	0.76778	SRSF4
ENSG00000116353	1	29519385	29557454	82	13	838503	-0.26407	0.60414	MECR
ENSG00000060656	1	29563028	29653325	197	29	838503	-0.22271	0.58812	PTPRU
ENSG00000162510	1	31184124	31196434	28	3	838503	-0.70642	0.76004	MATN1
ENSG00000162511	1	31205316	31230667	37	10	838503	-0.62173	0.73294	LAPTM5
ENSG00000162512	1	31342314	31381608	65	19	838503	-0.64032	0.73902	SDC3
ENSG00000134644	1	31404353	31538838	196	14	838503	-0.6804	0.75187	PUM1
ENSG00000084628	1	31652592	31712401	207	15	838503	-0.16828	0.56682	NKAIN1
ENSG00000060688	1	31732417	31769662	88	7	838503	-0.74854	0.77293	SNRNP40
ENSG00000121766	1	31769842	31837783	136	8	838503	-1.4452	0.9258	ZCCHC17
ENSG00000121769	1	31838472	31849697	15	4	838503	-0.91875	0.82089	FABP3
ENSG00000168528	1	31882412	31907525	65	8	838503	-0.28981	0.61402	SERINC2
ENSG00000268950	1	31902192	31902614	2	1	838503	-0.42973	0.6663	AC114494.1
ENSG00000142910	1	32042116	32053288	7	4	838503	-0.64235	0.73968	TINAGL1
ENSG00000121764	1	32083287	32098119	30	4	838503	-0.89154	0.81368	HCRTR1
ENSG00000162517	1	32095463	32110497	17	2	838503	-1.3719	0.91495	PEF1
ENSG00000084636	1	32117848	32169920	70	11	838503	-0.85361	0.80334	COL16A1
ENSG00000121753	1	32192718	32230494	27	6	838503	0.97488	0.16481	BAI2
ENSG00000134668	1	32256023	32281652	30	8	838503	-1.3303	0.90828	SPOCD1
ENSG00000184007	1	32372022	32410457	35	6	838503	-0.35085	0.63715	PTP4A2
ENSG00000121774	1	32479430	32526451	15	8	838503	0.68967	0.2452	KHDRBS1
ENSG00000121775	1	32537632	32568467	29	3	838503	-0.025705	0.51025	TMEM39B
ENSG00000025800	1	32573639	32642169	56	5	838503	0.35223	0.36233	KPNA6
ENSG00000084652	1	32645287	32663886	16	2	838503	0.045922	0.48169	TXLNA
ENSG00000160050	1	32665987	32670988	1	1	838503	2.1675	0.0151	CCDC28B
ENSG00000160051	1	32671236	32674288	5	1	838503	0.44541	0.32801	IQCC
ENSG00000222046	1	32674695	32681797	8	4	838503	0.70089	0.24169	DCDC2B
ENSG00000160055	1	32680073	32687972	10	3	838503	0.65754	0.25542	TMEM234
ENSG00000084623	1	32687529	32697205	10	1	838503	0.53762	0.29542	EIF3I
ENSG00000183615	1	32712834	32714457	2	1	838503	0.92104	0.17851	FAM167B
ENSG00000182866	1	32716840	32751766	21	8	838503	1.3106	0.094998	LCK
ENSG00000116478	1	32757687	32799236	1	1	838503	1.004	0.1577	HDAC1
ENSG00000160058	1	32830704	32860332	4	2	838503	1.4033	0.080261	BSDC1
ENSG00000254553	1	32930658	33066393	214	7	838503	-0.86326	0.806	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	18	3	838503	-0.64583	0.74081	ZBTB8B
ENSG00000160062	1	33005028	33071540	128	5	838503	-0.61216	0.72978	ZBTB8A
ENSG00000176261	1	33065773	33116504	112	6	838503	-0.61935	0.73216	ZBTB8OS
ENSG00000162521	1	33116743	33151812	68	3	838503	-1.0256	0.84746	RBBP4
ENSG00000162520	1	33145507	33169197	44	3	838503	-1.1531	0.87557	SYNC
ENSG00000162522	1	33207486	33240571	35	8	838503	-1.2914	0.90172	KIAA1522
ENSG00000134684	1	33240840	33283754	65	8	838503	-1.2148	0.88777	YARS
ENSG00000116497	1	33282368	33324476	47	6	838503	-0.78827	0.78473	S100PBP
ENSG00000160097	1	33327869	33338083	9	3	838503	-0.84886	0.80202	FNDC5
ENSG00000121905	1	33351595	33364042	13	4	838503	0.84153	0.20003	HPCA
ENSG00000121900	1	33360195	33367039	10	3	838503	0.63111	0.26398	TMEM54
ENSG00000116514	1	33402046	33430286	46	5	838503	-0.15355	0.56102	RNF19B
ENSG00000004455	1	33473585	33546597	90	5	838503	-0.21999	0.58706	AK2
ENSG00000142920	1	33546705	33586131	38	6	838503	-0.37678	0.64683	ADC
ENSG00000116525	1	33611003	33647660	67	4	838503	0.47828	0.31623	TRIM62
ENSG00000160094	1	33722146	33766320	63	8	838503	0.46055	0.32256	ZNF362
ENSG00000184389	1	33772367	33786699	30	7	838503	0.24534	0.4031	A3GALT2
ENSG00000134686	1	33789224	33896653	244	19	838503	0.86549	0.19339	PHC2
ENSG00000121903	1	33938246	33962107	41	4	838503	-1.0106	0.8439	ZSCAN20
ENSG00000121904	1	33979609	34631443	1520	148	838503	-0.92378	0.8222	CSMD2
ENSG00000176256	1	34326076	34330392	7	3	838503	-1.0494	0.85299	HMGB4
ENSG00000142698	1	34632484	34684732	158	20	838503	0.51377	0.3037	C1orf94
ENSG00000163866	1	35178338	35325417	236	33	838503	-1.3293	0.90813	SMIM12
ENSG00000189280	1	35220648	35224113	1	1	838503	1.4944	0.06753	GJB5
ENSG00000189433	1	35225342	35229325	2	1	838503	1.2483	0.10596	GJB4
ENSG00000188910	1	35246790	35251970	2	1	838503	-0.39784	0.65462	GJB3
ENSG00000187513	1	35258599	35261348	1	1	838503	-2.1701	0.985	GJA4
ENSG00000116544	1	35331037	35395186	65	17	838503	-1.1978	0.88449	DLGAP3
ENSG00000271741	1	35447134	35497342	75	3	838503	0.3141	0.37672	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	7	2	838503	-0.037802	0.51508	ZMYM6NB
ENSG00000163867	1	35449523	35497569	70	3	838503	0.35291	0.36208	ZMYM6
ENSG00000197056	1	35525387	35581460	58	5	838503	0.22928	0.40932	ZMYM1
ENSG00000116560	1	35641979	35658749	37	5	838503	-0.012565	0.50501	SFPQ
ENSG00000146463	1	35734568	35887659	169	12	838503	0.57446	0.28283	ZMYM4
ENSG00000142687	1	35899091	36023551	117	11	838503	0.37053	0.35549	KIAA0319L
ENSG00000020129	1	36023074	36032875	14	4	838503	1.0309	0.1513	NCDN
ENSG00000116819	1	36038971	36060929	19	5	838503	0.76771	0.22133	TFAP2E
ENSG00000126067	1	36067185	36107445	25	4	838503	0.20657	0.41817	PSMB2
ENSG00000142686	1	36179476	36185073	4	2	838503	-0.013406	0.50535	C1orf216
ENSG00000092853	1	36185819	36235568	37	4	838503	0.00059311	0.49976	CLSPN
ENSG00000134698	1	36273773	36323491	42	6	838503	0.23645	0.40654	AGO4
ENSG00000092847	1	36335409	36395211	50	7	838503	-0.48334	0.68557	AGO1
ENSG00000126070	1	36396319	36538101	109	9	838503	0.13449	0.44651	AGO3
ENSG00000092850	1	36549676	36553876	7	3	838503	-0.61382	0.73033	TEKT2
ENSG00000116863	1	36554476	36559533	5	2	838503	-0.86817	0.80735	ADPRHL2
ENSG00000171812	1	36560837	36590821	61	10	838503	-0.47684	0.68326	COL8A2
ENSG00000054116	1	36602173	36615098	26	4	838503	-0.23063	0.5912	TRAPPC3
ENSG00000116871	1	36621180	36646450	35	7	838503	-1.1213	0.86891	MAP7D1
ENSG00000054118	1	36690017	36770958	45	6	838503	-1.2614	0.89642	THRAP3
ENSG00000214193	1	36771988	36790484	13	3	838503	-1.0235	0.84695	SH3D21
ENSG00000142694	1	36787632	36789755	2	1	838503	-0.74021	0.77041	EVA1B
ENSG00000116883	1	36789335	36794822	9	2	838503	-1.6917	0.95464	RP11-268J15.5
ENSG00000196182	1	36805225	36851497	43	4	838503	-1.2991	0.90304	STK40
ENSG00000181817	1	36856839	36863493	27	3	838503	0.82219	0.20548	LSM10
ENSG00000116885	1	36881428	36916086	124	6	838503	-0.12205	0.54857	OSCP1
ENSG00000116898	1	36921319	36930038	33	6	838503	0.20063	0.42049	MRPS15
ENSG00000119535	1	36931644	36948879	40	11	838503	-0.21856	0.5865	CSF3R
ENSG00000163873	1	37261128	37499730	355	36	838503	0.17762	0.42951	GRIK3
ENSG00000163874	1	37940153	37949980	12	5	838503	-0.81684	0.79299	ZC3H12A
ENSG00000163875	1	37958176	37980375	67	11	838503	0.075493	0.46991	MEAF6
ENSG00000163877	1	38000050	38019903	38	8	838503	-0.39533	0.6537	SNIP1
ENSG00000163879	1	38022520	38032458	26	6	838503	-0.021763	0.50868	DNALI1
ENSG00000134697	1	38032417	38061536	64	11	838503	-0.26479	0.60442	GNL2
ENSG00000169218	1	38076951	38100595	63	12	838503	-1.1086	0.8662	RSPO1
ENSG00000116922	1	38147242	38157914	30	4	838503	-0.72823	0.76676	C1orf109
ENSG00000134690	1	38158090	38175391	45	8	838503	-1.1515	0.87523	CDCA8
ENSG00000183317	1	38179552	38230805	174	19	838503	-0.76108	0.7767	EPHA10
ENSG00000185090	1	38259474	38266809	3	2	838503	-0.47454	0.68244	MANEAL
ENSG00000196449	1	38268616	38273857	11	3	838503	0.45553	0.32437	YRDC
ENSG00000197982	1	38272651	38275126	1	1	838503	-0.31416	0.6233	C1orf122
ENSG00000188786	1	38275239	38325292	58	9	838503	0.75197	0.22603	MTF1
ENSG00000230610	1	38292232	38293886	2	1	838503	1.8381	0.033022	AL929472.1
ENSG00000204084	1	38326369	38412729	134	14	838503	0.74272	0.22883	INPP5B
ENSG00000183431	1	38422647	38456593	61	6	838503	1.6795	0.046523	SF3A3
ENSG00000183386	1	38462442	38471278	2	1	838503	1.0485	0.14719	FHL3
ENSG00000183520	1	38474930	38490496	19	6	838503	0.093645	0.4627	UTP11L
ENSG00000116954	1	39303870	39325495	43	10	838503	0.33305	0.36955	RRAGC
ENSG00000214114	1	39328636	39347289	41	7	838503	-0.61509	0.73075	MYCBP
ENSG00000131233	1	39330175	39347289	40	7	838503	-0.58541	0.72087	GJA9
ENSG00000158315	1	39351479	39407471	151	23	838503	-1.2176	0.88831	RHBDL2
ENSG00000174574	1	39456895	39471731	41	5	838503	0.3797	0.35208	AKIRIN1
ENSG00000168653	1	39491990	39500308	25	3	838503	-0.86545	0.8066	NDUFS5
ENSG00000127603	1	39546988	39952849	716	36	838503	0.81479	0.20759	MACF1
ENSG00000255103	1	39876151	39882154	11	4	838503	1.3528	0.088067	KIAA0754
ENSG00000183682	1	39957318	39991607	39	8	838503	-0.48428	0.68591	BMP8A
ENSG00000090621	1	40026488	40042462	34	10	838503	-1.2344	0.89148	PABPC4
ENSG00000163909	1	40089825	40105617	30	11	838503	-0.83511	0.79817	HEYL
ENSG00000116981	1	40124793	40137710	17	6	838503	0.021001	0.49162	NT5C1A
ENSG00000116983	1	40144320	40157361	69	12	838503	0.67502	0.24983	HPCAL4
ENSG00000084072	1	40157854	40229586	162	28	838503	-0.75785	0.77573	PPIE
ENSG00000116985	1	40222854	40254533	28	3	838503	-1.2822	0.90011	BMP8B
ENSG00000043514	1	40306723	40349183	113	13	838503	0.88416	0.1883	TRIT1
ENSG00000116990	1	40361098	40367928	9	4	838503	1.5837	0.056627	MYCL
ENSG00000168389	1	40420802	40435638	10	4	838503	0.85871	0.19525	MFSD2A
ENSG00000131236	1	40505905	40538321	94	7	838503	-0.081837	0.53261	CAP1
ENSG00000131238	1	40538379	40563375	83	10	838503	-1.3293	0.90812	PPT1
ENSG00000117000	1	40627045	40706593	99	16	838503	-0.60772	0.72831	RLF
ENSG00000188800	1	40711619	40717363	7	4	838503	-1.1922	0.8834	TMCO2
ENSG00000084073	1	40723779	40759856	36	8	838503	-1.2995	0.90311	ZMPSTE24
ENSG00000049089	1	40766159	40783488	40	7	838503	1.0104	0.15616	COL9A2
ENSG00000084070	1	40810522	40888998	160	26	838503	-0.44086	0.67034	SMAP2
ENSG00000187801	1	40915774	40929390	41	12	838503	0.33887	0.36735	ZFP69B
ENSG00000187815	1	40942887	40962015	41	8	838503	0.23879	0.40563	ZFP69
ENSG00000164002	1	40974413	40982228	27	6	838503	-0.22092	0.58742	EXO5
ENSG00000117010	1	40997233	41013841	50	7	838503	-0.8261	0.79563	ZNF684
ENSG00000117016	1	41086351	41131329	109	17	838503	-0.72791	0.76666	RIMS3
ENSG00000066136	1	41157320	41237275	176	15	838503	-0.77433	0.78063	NFYC
ENSG00000117013	1	41249684	41306124	126	27	838503	0.90218	0.18348	KCNQ4
ENSG00000179862	1	41326729	41328018	7	2	838503	-0.030575	0.5122	CITED4
ENSG00000171793	1	41445007	41478235	76	16	838503	-0.64931	0.74193	CTPS1
ENSG00000171790	1	41481269	41488909	26	8	838503	0.043059	0.48283	SLFNL1
ENSG00000010803	1	41492872	41707826	478	31	838503	-0.2836	0.61164	SCMH1
ENSG00000204060	1	41827594	41849262	43	8	838503	-0.081181	0.53235	FOXO6
ENSG00000127129	1	41944446	41950344	15	4	838503	0.49928	0.30879	EDN2
ENSG00000127124	1	41972036	42501596	1294	83	838503	0.19436	0.42295	HIVEP3
ENSG00000044012	1	42619092	42621495	8	4	838503	-1.2675	0.89752	GUCA2B
ENSG00000197273	1	42628362	42630389	3	2	838503	-0.03707	0.51479	GUCA2A
ENSG00000198815	1	42642210	42801548	222	12	838503	-0.38989	0.65169	FOXJ3
ENSG00000177181	1	42846466	42888249	127	8	838503	-0.60337	0.72687	RIMKLA
ENSG00000066185	1	42896000	42921938	80	8	838503	-0.61751	0.73155	ZMYND12
ENSG00000127125	1	42921788	42939056	32	5	838503	-0.91355	0.81952	PPCS
ENSG00000186409	1	42929001	43120335	500	24	838503	-1.3	0.90321	CCDC30
ENSG00000171960	1	43124096	43142429	27	6	838503	-1.3455	0.91078	PPIH
ENSG00000065978	1	43148098	43168020	27	7	838503	-1.6307	0.94853	YBX1
ENSG00000164007	1	43198764	43205925	16	4	838503	-0.28726	0.61304	CLDN19
ENSG00000117385	1	43212006	43232755	37	9	838503	0.79429	0.21351	LEPRE1
ENSG00000164008	1	43232940	43263968	50	11	838503	-1.5218	0.93597	C1orf50
ENSG00000177868	1	43272723	43282954	21	6	838503	-1.5555	0.94009	CCDC23
ENSG00000164010	1	43282795	43310660	48	12	838503	-2.4884	0.99358	ERMAP
ENSG00000164011	1	43312280	43318148	4	2	838503	-1.5265	0.93656	ZNF691
ENSG00000117394	1	43391052	43424530	107	13	838503	0.64359	0.25992	SLC2A1
ENSG00000186973	1	43610824	43622067	45	9	838503	0.16962	0.43265	FAM183A
ENSG00000117395	1	43629846	43736607	365	35	838503	-0.015765	0.50629	EBNA1BP2
ENSG00000243710	1	43637820	43720029	294	29	838503	-0.17882	0.57096	WDR65
ENSG00000179178	1	43735665	43739673	5	2	838503	0.73428	0.23139	TMEM125
ENSG00000253313	1	43747554	43751288	5	2	838503	0.46383	0.32139	C1orf210
ENSG00000066056	1	43766664	43788779	25	3	838503	2.096	0.018042	TIE1
ENSG00000117400	1	43803478	43818443	11	2	838503	3.0126	0.0012953	MPL
ENSG00000117399	1	43824626	43828874	5	3	838503	3.057	0.001118	CDC20
ENSG00000066322	1	43829068	43833696	3	2	838503	1.9077	0.028213	ELOVL1
ENSG00000159479	1	43849588	43855479	2	1	838503	3.327	0.00043894	MED8
ENSG00000198198	1	43855553	43918321	77	6	838503	2.6424	0.004116	SZT2
ENSG00000178922	1	43916824	43919660	3	1	838503	2.5954	0.0047245	HYI
ENSG00000142949	1	43990858	44089343	217	17	838503	-0.23387	0.59246	PTPRF
ENSG00000066135	1	44115829	44171186	68	10	838503	0.30085	0.38176	KDM4A
ENSG00000126091	1	44171495	44396831	446	29	838503	0.064169	0.47442	ST3GAL3
ENSG00000117407	1	44398992	44402913	8	3	838503	-0.19591	0.57766	ARTN
ENSG00000117408	1	44412611	44433694	26	4	838503	1.1696	0.12109	IPO13
ENSG00000132768	1	44435672	44439041	3	1	838503	-0.15784	0.56271	DPH2
ENSG00000117410	1	44440159	44443967	7	3	838503	0.85597	0.19601	ATP6V0B
ENSG00000117411	1	44444615	44456840	15	4	838503	1.2382	0.10783	B4GALT2
ENSG00000159214	1	44457031	44462200	6	2	838503	-0.1184	0.54712	CCDC24
ENSG00000196517	1	44457172	44497139	76	15	838503	0.33541	0.36866	SLC6A9
ENSG00000171872	1	44584522	44600812	54	13	838503	0.49305	0.31099	KLF17
ENSG00000178028	1	44679127	44686353	11	5	838503	0.17608	0.43011	DMAP1
ENSG00000117419	1	44686742	44820932	212	23	838503	0.79741	0.21261	ERI3
ENSG00000187147	1	44870866	45117396	598	83	838503	0.65671	0.25568	RNF220
ENSG00000126106	1	45100910	45140227	90	8	838503	-0.35723	0.63954	TMEM53
ENSG00000198520	1	45140364	45191263	57	13	838503	-0.65322	0.74319	C1orf228
ENSG00000142945	1	45205490	45233439	45	5	838503	-1.4655	0.92861	KIF2C
ENSG00000142937	1	45240923	45244451	3	2	838503	-1.5741	0.94227	RPS8
ENSG00000142959	1	45249257	45253377	2	1	838503	-0.97906	0.83623	BEST4
ENSG00000173846	1	45265897	45271662	9	3	838503	-1.6182	0.94719	PLK3
ENSG00000188396	1	45271585	45272957	2	1	838503	-1.7595	0.96075	TCTEX1D4
ENSG00000222009	1	45274154	45281257	12	3	838503	-2.1585	0.98455	BTBD19
ENSG00000117425	1	45285516	45308735	42	5	838503	-1.7792	0.9624	PTCH2
ENSG00000070785	1	45316450	45452282	300	14	838503	-1.4859	0.93135	EIF2B3
ENSG00000126107	1	45468212	45477001	22	4	838503	-0.83241	0.79741	HECTD3
ENSG00000126088	1	45477819	45481247	6	2	838503	-0.98123	0.83676	UROD
ENSG00000162415	1	45482071	45771881	460	26	838503	-0.56355	0.71347	ZSWIM5
ENSG00000132781	1	45794835	45806142	13	5	838503	-0.095998	0.53824	MUTYH
ENSG00000132773	1	45805342	45809647	4	2	838503	0.8116	0.20851	TOE1
ENSG00000070759	1	45809555	45956872	194	13	838503	-0.20383	0.58076	TESK2
ENSG00000236624	1	45959538	45965751	9	2	838503	-0.22528	0.58912	CCDC163P
ENSG00000132763	1	45965725	45976739	15	3	838503	0.26315	0.39622	MMACHC
ENSG00000117450	1	45976708	45988719	34	4	838503	-0.098864	0.53938	PRDX1
ENSG00000117448	1	46016215	46035721	36	6	838503	-0.35193	0.63755	AKR1A1
ENSG00000132780	1	46049518	46084566	64	7	838503	-0.34273	0.6341	NASP
ENSG00000159588	1	46085716	46089729	12	3	838503	-0.97796	0.83595	CCDC17
ENSG00000159592	1	46092976	46153785	105	6	838503	-1.2089	0.88664	GPBP1L1
ENSG00000159596	1	46152886	46160115	10	1	838503	-0.95718	0.83076	TMEM69
ENSG00000197429	1	46159996	46216322	89	4	838503	-1.0481	0.85269	IPP
ENSG00000086015	1	46252659	46501796	440	16	838503	-0.96703	0.83324	MAST2
ENSG00000117461	1	46505812	46642160	204	15	838503	-1.5671	0.94146	PIK3R3
ENSG00000117472	1	46640745	46651630	8	3	838503	-1.2234	0.88942	TSPAN1
ENSG00000085998	1	46654354	46685977	44	8	838503	-1.5213	0.9359	POMGNT1
ENSG00000171357	1	46669006	46686933	21	7	838503	-1.3035	0.90379	LURAP1
ENSG00000085999	1	46713360	46744145	35	11	838503	-1.4841	0.93111	RAD54L
ENSG00000132128	1	46726868	46769280	36	11	838503	-1.8871	0.97043	LRRC41
ENSG00000173660	1	46769303	46782448	18	6	838503	-0.85007	0.80236	UQCRH
ENSG00000117481	1	46805849	46830824	167	3	838503	-0.033352	0.5133	NSUN4
ENSG00000117480	1	46859937	46879520	32	8	838503	-0.36802	0.64357	FAAH
ENSG00000197587	1	46972668	46979898	29	9	838503	0.12325	0.45096	DMBX1
ENSG00000162456	1	47011316	47017199	20	5	838503	0.93019	0.17614	KNCN
ENSG00000079277	1	47023090	47082515	115	12	838503	0.1568	0.4377	MKNK1
ENSG00000142961	1	47073387	47082563	18	3	838503	0.10726	0.45729	MOB3C
ENSG00000123472	1	47098409	47139539	114	7	838503	-0.9538	0.82991	ATPAF1
ENSG00000159658	1	47124366	47184824	124	9	838503	-0.31118	0.62217	EFCAB14
ENSG00000186118	1	47134527	47139266	7	2	838503	-0.1916	0.57597	TEX38
ENSG00000142973	1	47223510	47285085	118	17	838503	0.76429	0.22235	CYP4B1
ENSG00000187048	1	47394849	47407156	26	3	838503	-1.0026	0.84197	CYP4A11
ENSG00000186377	1	47427036	47516423	164	14	838503	-0.1814	0.57197	CYP4X1
ENSG00000186160	1	47533160	47583991	106	3	838503	-0.037324	0.51489	CYP4Z1
ENSG00000162365	1	47603107	47615413	40	4	838503	-0.21135	0.58369	CYP4A22
ENSG00000162366	1	47649265	47656716	11	5	838503	0.44329	0.32878	PDZK1IP1
ENSG00000162367	1	47681962	47697892	27	5	838503	0.36799	0.35644	TAL1
ENSG00000123473	1	47715811	47779819	165	12	838503	1.6755	0.046921	STIL
ENSG00000162368	1	47799469	47844511	120	12	838503	1.7311	0.041717	CMPK1
ENSG00000186790	1	47881744	47883723	2	1	838503	1.9027	0.02854	FOXE3
ENSG00000186564	1	47901689	47906363	5	2	838503	1.133	0.1286	FOXD2
ENSG00000269113	1	48226200	48462567	571	35	838503	-0.80599	0.78988	TRABD2B
ENSG00000273395	1	48226979	48227290	1	1	838503	-0.05166	0.5206	FLJ00388
ENSG00000117834	1	48688357	48714316	54	11	838503	0.1429	0.44318	SLC5A9
ENSG00000132122	1	48761044	48937845	294	33	838503	-0.69063	0.7551	SPATA6
ENSG00000186094	1	48998527	50489585	2075	70	838503	0.58578	0.27901	AGBL4
ENSG00000162373	1	49193195	49242641	69	12	838503	0.30578	0.37988	BEND5
ENSG00000227839	1	50459990	50461874	2	1	838503	-0.27711	0.60915	AL645730.2
ENSG00000162374	1	50513686	50669458	184	30	838503	1.0403	0.1491	ELAVL4
ENSG00000185104	1	50905150	51425935	598	27	838503	1.7617	0.039057	FAF1
ENSG00000123080	1	51426417	51440305	10	3	838503	2.1291	0.016622	CDKN2C
ENSG00000204006	1	51567906	51613752	75	11	838503	0.90101	0.18379	C1orf185
ENSG00000123091	1	51701943	51739127	69	6	838503	0.97199	0.16553	RNF11
ENSG00000085831	1	51752930	51810788	112	20	838503	0.61125	0.27052	TTC39A
ENSG00000085832	1	51819935	51985000	445	25	838503	0.24273	0.40411	EPS15
ENSG00000117859	1	52042851	52254889	281	26	838503	1.1249	0.13033	OSBPL9
ENSG00000078618	1	52254863	52344477	173	19	838503	-1.1121	0.86694	NRD1
ENSG00000169213	1	52373628	52456436	177	20	838503	-1.1702	0.87904	RAB3B
ENSG00000117862	1	52485803	52521843	60	7	838503	-0.52023	0.69855	TXNDC12
ENSG00000198841	1	52497775	52499488	3	1	838503	-0.50419	0.69294	KTI12
